50,900.00
27,000.00
17,700.00
32,900.00
39,000.00
62,900.00
18,900.00
32,000.00
8,900.00
16,900.00
39,900.00
22,900.00
18,900.00
32,500.00
8,900.00
17,900.00
19,900.00
4,250.00
49,000.00
4,200.00
10,900.00
13,900.00
5,300.00
13,500.00
4,500.00
2,900.00
2,300.00
2,500.00
7,500.00
2,600.00
3,500.00
24,000.00
14,000.00
16,000.00
14,900.00
12,500.00
13,900.00
28,900.00
32,000.00
9,700.00
9,700.00
27,900.00
18,900.00
17,900.00
10,500.00
8,600.00
82,900.00
10,900.00
26,900.00
1,700.00
1,800.00
59,500.00
39,900.00
11,500.00
12,500.00
12,500.00
0.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
0
0
12,500.00
12,500.00
0
12,500.00
12,500.00
12,500.00
12,500.00
0
0
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
0
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
0
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
0
0
12,500.00
12,500.00
12,500.00
12,500.00
13,900.00
12,500.00
0
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
0
0
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
0
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
10,900.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
12,500.00
1,190.00
1,100.00
390.00
17,900.00
17,900.00
31,600.00
14,900.00
15,600.00
2,400.00
15,900.00
17,200.00
17,900.00
18,900.00
22,900.00
13,500.00
19,900.00
